"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
1157,130000,4,1,4,23,-1,-1,-1,0,-1,0,3820,2640,30403,9630,7120,3940,2640,30403,193,7120,79,9589,0
1158,470000,1,3,1,39,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,789,0
1159,340000,4,4,1,48,-1,-1,-1,0,0,-1,4054,0,4105,2895,2895,2360,0,4105,0,0,2360,1090,0
1160,80000,1,4,4,26,1,4,4,4,0,0,77389,75585,80300,75724,77504,79715,0,6000,0,3000,3500,3000,0
1161,70000,1,1,4,33,0,0,0,0,-4,-4,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,0
1164,230000,4,4,1,44,-4,-4,-4,-4,-4,-4,5990,1677,2920,2683,1674,3273,1677,2920,2683,1674,3273,2749,0
1163,180000,4,4,1,36,0,0,0,-4,-1,0,21494,25600,0,0,36565,37353,5000,0,0,36565,1548,1000,0
1164,210000,4,4,1,39,0,0,0,0,0,-1,26749,34451,25200,19850,15530,13021,14000,3007,5000,1000,13021,22171,0
1165,20000,1,4,4,24,-1,-1,-1,-1,-1,-1,780,0,390,390,780,0,0,390,390,780,0,0,0
1166,140000,4,4,4,25,4,0,0,-1,-1,0,137606,140557,111000,3238,89437,91136,6000,3200,3238,89437,3228,3000,0
1167,2e+05,1,1,4,54,0,0,0,0,0,0,115704,113576,109814,104567,100541,96495,5517,5381,3838,3589,3397,3296,0
1168,50000,4,3,1,59,0,0,0,0,0,0,47824,36488,36811,13234,11543,10751,2009,2000,556,378,619,5000,0
1169,80000,4,1,4,23,-1,-1,0,0,-1,-1,3526,6687,4356,3450,4318,0,6687,1000,0,4318,0,254,0
1170,30000,4,3,4,48,0,0,0,0,0,0,1445,3410,5338,7239,9114,10949,2000,2000,2000,2000,2000,2000,0
1171,140000,4,1,4,28,0,0,4,0,0,0,9305,13614,13103,14077,15189,16275,4800,0,1500,1500,1500,1500,1
1174,80000,1,3,1,64,-1,-1,-1,-1,-1,-1,1264,1644,1975,674,5114,3934,1644,1975,674,5114,3934,20289,0
1173,220000,4,3,1,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0
1174,180000,4,1,4,34,-1,-1,-1,-1,-1,-1,666,666,666,666,666,666,666,666,666,666,666,666,0
1175,140000,4,4,1,29,0,0,0,0,0,0,81764,92071,43777,22806,12643,29707,20167,5000,28800,2000,20007,10009,1
1176,180000,1,4,4,25,4,4,4,0,0,0,10024,12847,12351,12350,12608,12894,3000,0,500,455,491,500,1
1177,50000,4,4,4,35,0,0,0,0,0,0,14536,15694,16431,17056,17581,18089,1700,1300,900,800,800,900,0
1178,170000,4,4,4,27,0,0,0,0,0,0,97474,78520,80131,70788,68927,70678,2934,3000,2500,3000,2900,2918,0
1179,50000,1,4,4,38,0,0,0,0,0,0,50958,50889,49697,9176,9368,9554,2044,1150,329,340,344,354,0
1180,50000,1,4,4,24,0,0,0,0,0,0,49144,20818,17890,18310,17931,18633,1500,1300,700,1000,1000,1000,0
1181,3e+05,1,4,1,29,-1,-1,-4,-4,-4,-4,1874,-200,-200,-200,-200,-200,0,0,0,0,0,0,0
1184,390000,4,1,4,27,4,0,0,0,0,0,386301,392458,290201,295606,300709,305904,17000,11000,11000,10656,11000,12000,0
1183,90000,4,4,1,55,4,4,0,0,0,0,81998,83674,80890,31565,33049,22694,4003,3000,3000,3000,2000,2000,1
1184,2e+05,4,1,4,29,0,0,0,0,0,0,194241,193425,196537,195268,192829,192499,12000,8500,7000,10000,10000,10000,0
1185,460000,1,1,4,29,0,0,0,0,0,0,410033,385394,325663,324067,324749,327929,16088,13039,11127,11017,11110,11113,0
1186,10000,1,4,4,23,0,0,0,0,0,-4,3714,4158,4654,3080,0,0,1104,1000,31,0,0,0,0
1187,20000,1,4,1,30,-1,-1,0,0,-1,-1,1261,2835,2524,1261,1261,930,2835,1000,0,1261,930,540,1
1188,50000,4,4,1,50,-1,-1,-1,-1,-4,-1,1234,1846,697,364,0,760,1846,697,364,0,760,5864,0
1189,480000,4,4,1,38,0,0,0,0,0,0,90258,76099,56776,37484,37906,18387,30000,1708,1294,1010,774,705,0
1190,180000,4,1,4,24,0,0,0,0,0,0,169263,174534,176686,165491,169224,173246,8000,6700,6000,6400,7000,7000,0
1191,240000,4,1,4,29,0,0,0,0,0,-4,3093,2324,8186,3980,0,0,2000,2020,2500,0,0,85,0
1194,250000,1,1,4,38,-4,-4,-4,-4,-4,-4,584,3291,8660,7495,1120,64,3307,8703,7534,1125,64,7718,0
1193,270000,4,4,4,34,-1,-1,-1,-1,-1,-1,381,3376,2958,4154,5885,3129,3406,2983,4174,5914,3143,0,1
1194,2e+05,1,1,1,37,0,0,0,0,0,0,123337,11148,19165,21171,17764,23670,11204,19275,22304,23850,23784,84430,0
1195,1e+05,4,3,1,66,0,0,0,0,0,0,100036,100041,100404,97141,97143,97534,4704,4617,3600,3865,3850,3705,0
1196,160000,4,1,1,39,-4,-4,-4,-4,-4,-4,710,666,403,1650,336,790,666,403,1650,336,790,1141,0
1197,80000,4,4,1,45,0,0,0,0,0,0,81841,74516,69485,30396,30595,29033,4100,2507,2140,2000,1500,1000,0
1198,130000,1,4,1,44,-1,4,0,0,0,0,29547,23154,18637,14691,8769,4166,0,1500,486,303,83,780,0
1199,340000,4,3,4,44,0,0,0,0,0,0,142836,145125,146684,150407,147868,149349,7000,5500,6027,5328,5390,6047,1
1200,360000,1,1,1,36,-4,-1,-1,-1,-4,-4,0,394,11144,0,0,0,394,11253,0,0,0,0,0
1201,120000,4,3,1,40,0,0,0,0,0,0,108300,108538,94833,49078,40643,4200,5000,4121,2000,2000,2000,96583,0
1204,120000,1,1,4,29,0,0,0,0,0,0,30101,31281,30180,30471,31110,31728,2000,2000,1090,1129,1135,1200,0
1203,3e+05,4,1,4,48,0,0,0,0,0,0,247279,235093,224064,212480,202148,186955,10005,9500,7500,6914,6100,5500,0
1204,60000,4,4,4,23,4,4,-4,-4,-1,-1,2516,0,0,0,1524,25421,0,0,0,1524,25421,1000,0
1205,210000,4,4,1,50,0,0,0,0,0,0,106724,109251,103733,102027,103453,103651,4037,3519,3444,3553,3625,3470,0
1206,210000,4,4,1,29,0,0,0,0,0,0,209807,123664,51353,43485,44784,45685,5088,2000,1600,2000,1800,1807,1
1207,70000,4,3,1,49,4,4,4,4,4,4,21024,21790,21144,23774,24930,25709,1400,0,3000,1700,1340,1100,1
1208,2e+05,1,4,1,33,0,0,4,-1,-1,0,50614,10537,5554,2506,9443,11818,10023,27,2614,9454,5019,5015,0
1209,230000,4,4,1,51,0,0,0,0,0,0,51804,53956,56968,58099,59318,60504,3000,3921,2079,2155,2174,2225,1
1210,20000,1,3,1,23,-1,-1,0,0,0,0,3675,19316,19844,19844,20388,19554,19316,1261,651,803,747,155,1
1211,210000,4,1,1,37,0,0,0,0,0,0,211749,205947,201848,168664,172013,175557,7000,10015,10000,5331,5748,48061,0
1214,160000,4,3,4,26,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
1213,290000,4,1,1,30,-1,-1,-1,-1,-1,-1,1314,1314,1311,1486,1488,1650,1318,1317,1493,1495,1657,35267,1
1214,80000,4,3,1,26,0,0,0,0,0,0,63677,64164,38141,38190,38586,39964,2000,1905,1350,1388,2401,1410,0
1215,360000,1,1,4,43,-1,-1,-4,-4,-4,-4,4134,2128,960,6658,0,0,2134,984,6858,0,0,0,0
1216,230000,1,1,4,34,0,0,0,0,0,0,164634,166134,142049,106677,88091,60929,7326,10000,10000,3000,2000,2000,0
1217,360000,1,3,1,54,-4,-4,-4,-4,-4,-1,16230,-200,0,0,69000,2500,0,200,0,69000,2500,0,0
1218,340000,4,1,1,30,0,0,0,0,0,0,351828,280067,259651,243094,223907,216914,30076,25118,20085,10041,8184,6626,0
1219,50000,4,1,4,24,0,0,0,0,0,0,8537,9591,10581,10818,11050,10880,1200,1163,400,790,400,380,0
1220,80000,1,4,4,38,0,0,0,0,0,0,89394,81223,77198,29891,34528,35229,5000,19153,1500,10000,1274,1275,0
1221,50000,4,4,4,24,0,0,-1,-1,0,0,97043,39837,6928,17006,17363,17707,2000,6943,17006,630,633,657,0
1224,30000,4,1,4,24,-1,-1,-1,0,0,0,3019,1479,18860,950,5660,0,1479,18881,0,4710,0,7153,0
1223,210000,1,1,4,26,-1,-1,-4,-1,-1,-4,1360,0,0,3620,0,0,0,0,3620,0,0,15513,0
1224,150000,4,4,1,44,-1,-1,-1,-1,-1,-1,3260,2270,5887,3935,3935,3935,2270,5887,3935,3935,3935,3935,1
1225,20000,1,4,4,21,0,0,-1,0,0,-4,20297,17054,2333,1300,0,0,1240,2333,0,0,0,0,0
1226,20000,1,3,4,24,0,0,0,-4,-4,-4,19624,16974,0,0,0,0,1000,0,0,0,0,0,1
1227,240000,4,3,1,41,-1,-1,-4,-1,-1,-1,5325,-5,-5,1074,1974,1876,5,0,1079,1977,1885,1211,0
1228,5e+05,4,4,1,50,-4,-1,-1,-1,-1,-1,16984,86774,53170,28624,19140,0,87004,53194,28624,19140,0,20211,0
1229,90000,4,4,1,23,0,0,0,0,0,0,12770,14241,14895,25195,23769,2269,2500,1200,10500,7000,1000,0,1
1230,50000,1,3,4,46,0,0,0,0,0,0,50131,28154,20746,27624,16015,16746,1388,2011,1006,1000,1000,1000,0
1231,50000,4,4,4,24,0,0,0,0,0,0,50834,50770,50215,29386,29527,30125,2200,1517,1000,1500,2005,1305,1
1234,680000,1,1,4,37,0,0,0,0,0,0,18314,16088,17806,15498,13810,164969,2700,2400,600,400,161000,5800,0
1233,50000,1,1,1,47,0,0,4,4,4,4,45717,47974,49837,50807,49947,50424,3000,3000,2000,0,5000,0,0
1234,1e+05,4,4,1,40,-1,-1,-1,0,-1,-1,326,326,654,326,326,326,326,654,0,326,326,654,0
1235,280000,4,1,4,30,0,0,0,0,0,0,270276,506260,263734,268216,262895,264508,11000,10000,10004,10020,10100,10000,0
1236,30000,1,4,4,54,0,0,0,0,0,0,26278,24767,27533,26400,25620,390,1700,3400,2528,0,390,780,1
1237,50000,1,4,4,27,4,4,0,0,0,0,23901,13264,8643,7384,1975,50514,4146,1200,0,0,49800,0,1
1238,60000,1,1,1,33,-1,-1,-1,-1,-1,-1,8308,7565,8373,7565,7565,7565,7565,8373,7565,7565,7565,7565,0
1239,120000,1,4,1,57,0,0,0,0,0,0,118709,120580,118684,88557,91124,88094,5000,5007,4000,4003,4003,4000,1
1240,80000,4,4,1,35,-1,-1,-1,-1,-1,0,2890,9796,13443,396,396,396,9796,13443,396,396,0,396,0
1241,5e+05,1,1,1,45,-1,-1,-1,-1,-1,-4,140,94,39,44,0,0,94,39,44,0,0,790,0
1244,70000,4,3,1,34,4,4,0,0,0,-1,18317,17330,11400,11120,10914,11315,0,1000,110,500,18963,1000,0
1243,160000,4,4,1,45,-4,-4,-4,-4,-4,-4,0,0,0,1468,0,0,0,0,1468,0,0,0,0
1244,1e+05,4,3,1,50,4,4,4,-1,0,0,110537,99734,99973,71008,66735,68621,0,3000,103000,2500,3000,3000,1
1245,10000,1,3,4,35,0,0,0,0,0,0,7877,8918,9864,9673,9414,9156,1174,1120,310,316,1000,2000,0
1246,90000,1,1,4,26,-1,-1,-1,-1,-1,0,10750,100,200,100,9894,20699,100,200,0,9894,20000,4100,0
1247,170000,1,1,1,39,4,4,4,4,4,3,74298,80073,81959,89991,88018,86299,7000,3800,10000,0,0,3100,1
1248,90000,4,4,4,35,-1,-1,-1,-4,-4,-4,2667,2667,0,0,0,0,2667,0,0,0,0,0,0
1249,180000,4,3,4,44,0,0,0,0,0,0,67414,61256,66668,83568,90418,88898,10000,10000,17500,7000,25000,33600,0
1250,350000,4,1,1,54,4,4,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
1251,270000,1,4,4,35,0,0,0,-1,-1,-1,225400,220204,215056,10506,10224,9233,9000,9348,10600,10300,9300,1000,0
1254,2e+05,4,1,4,29,0,0,-1,0,0,-4,65935,25574,28727,19164,0,0,1011,31209,383,0,0,0,1
1253,20000,4,1,4,24,0,0,0,0,0,0,15829,15299,16264,16749,13764,18734,1600,1550,1000,1000,5283,0,0
1254,1e+05,1,4,4,30,0,0,0,0,0,0,44953,46924,48677,49496,51010,32630,3000,3000,2000,2000,2000,2000,0
1255,290000,1,1,1,46,0,0,0,0,0,0,194301,199451,198684,87700,88621,53243,10744,6000,1573,1629,3129,105423,0
1256,70000,1,3,4,28,1,4,0,0,0,0,68970,67308,68584,68361,68060,68223,0,3005,2546,2604,2430,2659,0
1257,230000,1,1,4,26,-4,-4,-4,-4,-4,-4,416,371,416,416,566,416,371,461,416,566,416,0,0
1258,180000,4,1,4,28,-1,-1,-1,-1,-1,0,950,4369,9673,2861,12338,9124,4369,9673,3260,13959,3000,18396,0
1259,210000,1,1,4,33,-1,-1,-1,-1,-1,-1,291,291,291,291,441,291,291,291,291,441,291,291,0
1260,50000,1,1,4,24,4,4,0,0,0,0,49946,48808,45469,20228,18900,19066,0,2079,693,1080,700,1004,0
1261,150000,1,1,4,37,0,0,0,0,0,0,45000,44386,46505,49103,51698,52549,3000,2500,3000,3000,1546,2000,0
1264,380000,1,4,1,50,0,0,0,0,0,0,385664,294826,220024,154283,35270,332270,12020,9009,6109,3000,332000,12000,1
1263,50000,1,4,1,44,0,0,0,0,0,0,45335,46027,30286,26275,26823,27371,1524,1427,941,974,994,1000,0
1264,150000,4,3,1,43,-1,-1,4,0,-1,-1,264,948,634,316,316,1414,1000,0,0,316,1414,0,1
1265,220000,1,4,4,29,0,0,0,0,0,0,122286,122839,123035,114385,115903,118528,5008,5007,6007,5000,4700,5503,0
1266,80000,4,5,4,27,0,0,0,0,0,0,45268,47140,47411,48443,49478,43264,2600,1800,1700,1700,1700,1300,0
1267,220000,4,4,1,34,0,0,0,0,0,0,194961,197536,203251,208355,213015,217475,7200,9000,10000,8000,8010,8500,0
1268,70000,4,4,4,34,1,4,4,4,0,0,24208,25015,27189,26456,28361,31873,1500,2900,0,2500,4000,0,0
1269,120000,1,4,4,37,-1,4,0,0,0,4,16241,16680,17695,17901,19608,19143,1000,1600,800,2000,0,1600,1
1270,180000,4,4,4,34,0,0,0,0,0,0,20730,17107,35884,31057,29054,25933,1584,30000,1000,1000,1000,1000,0
1271,50000,4,3,1,57,0,0,0,0,0,0,49017,50690,47487,48319,48449,49656,2500,2000,2000,1746,2000,1800,0
1274,10000,4,4,3,46,1,4,0,0,0,0,9534,9236,10047,8775,8984,7628,0,1006,1390,1000,1000,2000,0
1273,370000,4,1,1,53,-1,-1,-1,-1,-1,0,21160,8153,12094,30751,30131,9630,8164,12294,30751,30131,0,0,0
1274,20000,4,1,4,26,-1,0,-1,-1,-1,-1,10658,9288,390,390,390,0,1074,390,390,390,0,780,0
1275,150000,1,4,1,34,0,0,0,0,0,0,132214,135140,135263,137540,144786,146379,4414,4700,4306,10006,4824,4114,0
1276,20000,1,1,4,26,-1,-1,-1,-1,-1,-1,416,416,416,416,416,984,416,416,416,416,984,0,1
1277,480000,4,4,1,54,-4,-4,-4,-4,-4,-4,17189,6013,1717,1385,0,0,6026,1717,1390,0,0,2300,0
1278,50000,1,3,4,26,0,0,0,0,4,0,25060,26649,28204,30727,30098,32580,2000,2000,3000,0,3000,3000,0
1279,170000,1,4,4,31,0,0,0,0,0,0,24581,25611,26631,27383,27801,31337,1728,1748,1500,1011,4000,0,0
1280,4e+05,4,4,4,30,-4,-4,-4,-4,-4,-4,-200,-200,-200,746,3956,2500,0,0,946,3956,2500,0,0
1281,2e+05,4,1,4,31,0,0,0,0,0,0,38635,41031,45929,48661,49723,50896,3031,5929,3500,2000,2000,11028,0
1284,360000,1,1,4,34,1,-4,-4,-4,-4,-1,0,0,0,0,0,150,0,0,0,0,150,59,0
1283,140000,4,5,4,36,0,0,0,0,0,0,91226,83650,80037,53055,102587,98251,4184,4000,4000,98000,4000,3500,0
1284,260000,1,3,1,34,-4,-4,-4,-4,-4,-4,12071,12497,1027,-103,-103,1047,2114,1027,103,0,1150,2503,0
1285,440000,4,4,4,26,0,0,0,0,0,0,96190,90464,78267,71795,51814,25064,3513,3017,2037,2019,3010,3004,0
1286,5e+05,1,4,1,43,0,0,0,0,0,0,12200,8140,10176,20719,15665,8074,1518,5019,15027,639,547,50274,0
1287,230000,4,4,1,29,0,0,0,0,0,0,64984,44908,51535,24607,28279,48934,3000,11000,15000,13000,36000,3000,0
1288,470000,1,4,1,41,-4,-4,-4,-4,-4,-1,13780,12244,32463,20621,13711,8294,12300,32520,34,68,8334,45684,0
1289,20000,4,3,1,48,1,4,4,3,4,4,14589,16743,17524,17055,10400,0,2700,1400,0,0,0,0,1
1290,210000,4,4,4,24,0,0,0,0,0,0,108491,111046,110716,97168,94524,96777,5800,3700,3505,3400,3769,3229,0
1291,20000,4,1,4,23,0,0,-4,-1,0,0,6733,0,0,19134,19533,20235,0,0,19134,709,1027,600,0
1294,20000,4,3,1,53,0,0,0,0,0,0,12197,13294,14364,14821,15143,15737,1600,1600,1000,710,1000,1000,0
1293,2e+05,4,4,1,34,1,-1,-1,-1,-1,-1,-4,758,998,668,9815,36870,760,1000,670,9854,40063,1049,0
1294,250000,4,4,4,36,0,-1,-1,0,0,0,6220,27217,6149,26204,6906,3855,27225,6159,25846,0,3855,3876,1
1295,3e+05,1,4,4,41,0,0,0,-1,-1,4,34480,31159,18580,1400,6297,977,1474,1000,1410,6297,0,19480,0
1296,320000,4,1,4,30,0,0,0,0,0,0,113801,90354,88467,79241,83530,90573,5017,4057,4014,8531,15005,5033,0
1297,50000,1,4,4,29,1,4,4,4,0,0,37170,36297,39863,38924,39744,40533,0,4500,0,1600,1600,1600,0
1298,2e+05,4,4,1,34,-4,-4,-4,-1,-1,-1,6626,2469,3760,4273,3015,5076,2476,3771,4285,3023,5088,6284,0
1299,80000,4,1,4,29,0,0,0,0,0,0,16936,17963,18976,19660,20343,21003,1303,1316,1000,1000,1000,933,1
1300,70000,1,4,1,37,-1,4,0,0,-1,-1,10323,6659,6740,3559,7086,6979,0,3559,189,7086,3370,0,1
1301,60000,1,3,4,36,3,4,0,0,0,0,56807,55339,55751,37851,34195,33499,0,2141,2000,2000,2000,2000,0
1304,10000,4,3,4,24,0,0,4,0,0,0,10014,9784,9473,8947,9135,8613,2454,7,308,320,328,1000,1
1303,50000,4,3,4,30,0,0,4,0,0,0,50334,51247,50073,26550,25844,25996,4210,0,1500,1090,2000,2000,0
1304,140000,1,4,4,26,4,0,0,0,0,0,133574,135367,113274,115685,118171,120550,6169,4500,4287,4500,4500,9500,1
1305,30000,1,4,4,25,0,0,0,0,0,0,7160,8185,9286,9483,9780,10068,1300,1400,500,600,600,600,0
1306,190000,1,4,1,49,-1,-1,-1,-1,-1,0,435,435,635,2084,161110,149941,435,635,2084,161110,5800,4138,0
1307,70000,4,1,4,23,-1,-1,-1,-1,-1,-1,853,3128,4719,100,1610,690,3128,4724,0,1610,0,10909,0
1308,330000,4,4,1,28,-1,-1,-1,-1,-1,-1,390,0,780,150,320,780,0,780,150,320,1000,0,0
1309,110000,4,4,4,24,0,0,0,4,0,0,6470,8610,15123,9761,9717,8046,2654,7230,0,463,393,151,0
1310,270000,1,3,1,47,0,0,0,0,0,0,165303,168837,172281,175705,179584,184650,6200,6254,6290,6710,8250,0,0
1311,160000,1,4,1,31,3,4,0,0,0,0,26295,27074,28314,29341,31690,33993,1500,2000,1500,3000,3000,1500,1
1314,20000,1,4,4,24,3,4,0,0,-1,-1,18937,18350,18918,19323,13180,5200,0,1251,656,13180,5200,0,0
1313,320000,1,4,4,34,0,0,0,0,0,0,21460,23414,25331,25741,26800,28817,3000,3000,1500,2000,3000,2000,0
1314,430000,1,1,4,31,0,0,0,0,0,0,29860,39305,43020,45540,8344,8310,10000,5000,5540,8310,5640,2820,0
1315,50000,4,1,1,37,4,0,0,0,-1,4,8014,7668,7081,5738,6461,4824,1200,1000,91,11283,0,1000,0
1316,140000,1,4,1,48,-1,-1,4,0,0,-4,1600,5014,4739,4739,0,0,5014,0,0,0,0,2770,1
1317,5e+05,1,4,1,49,-4,-4,-4,-4,-4,-4,4214,6378,4074,116446,9335,3314,6378,4074,116446,9335,3314,43664,0
1318,80000,1,3,1,45,0,0,0,0,0,0,26637,26437,26686,28374,28345,27279,1490,2000,2000,3000,5000,865,0
1319,390000,4,1,1,34,1,-4,-1,-1,-4,-4,0,0,1266,0,0,0,0,1266,0,0,0,0,0
1320,250000,4,1,1,43,-1,-1,-1,0,0,-1,17454,-50,45297,17371,11481,5924,24890,48394,0,5461,15000,6000,0
1321,390000,4,1,4,31,-4,-4,-4,-4,-4,-4,6466,6266,12578,7650,48090,17013,6266,12581,7650,48090,28973,17271,0
1324,1e+05,4,1,1,35,0,0,0,0,0,0,57614,58818,60841,61434,62743,66677,2134,3000,2200,2300,5000,3000,0
1323,360000,4,1,1,44,0,0,0,0,0,0,179851,186961,201703,189455,194373,207024,10005,20117,15018,10027,20057,17000,0
1324,140000,1,1,4,36,1,-1,-1,0,0,-1,-5,1135,17227,12918,10898,823,1140,17227,0,365,840,4507,0
1325,110000,1,4,1,51,0,0,0,0,0,0,45964,46924,48140,49339,50544,52689,2000,2000,2000,2000,3000,2000,0
1326,170000,1,3,1,48,4,-1,-1,0,-1,-1,316,316,634,316,466,316,316,634,0,466,316,0,0
1327,170000,1,4,1,48,0,0,0,0,0,0,137823,137199,136331,123913,122657,122225,5396,5000,5000,5000,5000,4000,0
1328,180000,4,4,4,25,0,0,0,0,4,4,4745,5765,6631,8386,8109,8820,1257,1123,1878,0,1000,0,0
1329,140000,1,4,1,41,0,0,0,0,0,0,109326,111679,113921,114348,111384,112458,5600,5600,4500,4200,4500,4500,0
1330,20000,4,4,1,49,0,0,-1,-1,0,0,13884,13344,808,18910,19306,19809,2018,404,19000,677,800,601,0
1331,150000,1,1,4,28,-4,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,50000,4,4,4,28,0,0,0,0,0,0,48074,49518,49500,19600,20000,0,2518,1500,500,400,0,0,0
1333,160000,4,4,1,38,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,1
1334,80000,1,4,1,41,-4,-4,-4,-4,-4,-1,3153,1013,0,0,2115,4264,1013,0,0,2115,4264,0,0
1335,3e+05,4,3,4,29,-4,-4,-4,-4,-4,-4,-140,28094,3574,195,209,990,28234,3589,195,210,994,0,1
1336,60000,4,3,4,34,0,0,0,0,0,0,62554,26929,27967,28526,28275,29151,1500,1500,1003,1500,1500,1044,0
1337,70000,4,4,4,26,4,4,4,3,4,4,42583,43600,47550,46487,47298,46384,2000,5000,0,1700,0,3700,1
1338,290000,4,1,4,31,-1,-1,-1,-1,-1,0,634,0,480,-150,66675,68071,0,480,4,69001,2500,3000,0
1339,80000,4,1,4,23,0,0,0,-4,-4,-4,8766,4777,0,0,0,0,1600,0,0,0,0,0,0
1340,50000,4,3,1,53,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,1
1341,2e+05,4,3,4,49,-1,-1,0,0,0,-1,7697,18951,27974,30596,38109,22170,20071,20036,15024,15113,22235,3919,0
1344,2e+05,4,1,1,34,-4,-4,-4,-4,-4,-4,267,6794,10430,3576,2524,934,6817,10671,3576,2524,934,7764,0
1343,50000,4,1,4,24,-1,-1,-1,-1,-1,-1,586,297,3674,1394,3085,3450,297,3675,1394,3086,3494,3721,1
1344,20000,4,4,4,26,4,-1,0,0,0,0,1041,10757,11094,9351,8564,8058,10758,2679,504,224,513,9,0
1345,2e+05,1,1,1,38,-1,-1,-1,-1,-1,-1,6186,735,1463,15550,5045,6709,735,1463,15550,5045,6709,3021,1
1346,120000,4,1,4,35,1,4,0,0,0,0,77785,75984,78109,79198,80865,82859,0,4000,2988,3100,3500,6384,0
1347,220000,4,4,1,49,0,0,0,0,0,0,172184,170697,168041,163783,160806,158866,7583,7461,5809,5608,6500,6100,0
1348,630000,1,1,4,40,0,0,0,0,0,0,440474,444370,455286,327021,334558,341439,18000,20000,12000,13000,13024,13016,0
1349,3e+05,4,1,4,34,-1,-1,-1,-1,-1,-1,19357,5000,3744,8059,3425,11860,5034,3744,8059,3425,11860,7595,0
1350,10000,4,4,4,49,1,4,0,0,0,0,8184,5011,5728,4255,2784,1309,0,1000,0,0,0,0,1
1351,50000,1,4,4,29,1,-4,-4,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,280000,4,1,1,39,-1,0,-1,-1,-1,-1,7791,5851,430,2041,775,580,1000,430,2041,775,580,1029,1
1353,130000,1,1,4,30,0,0,0,0,0,0,4536,5616,6455,6791,6991,0,1161,1000,336,200,0,0,0
1354,30000,4,3,1,28,0,0,0,4,0,0,23184,19083,19634,15254,14021,13793,2000,2000,0,1500,1353,0,0
1355,50000,4,4,1,27,0,0,0,0,0,0,9877,10800,5921,6044,4014,0,1140,1000,121,0,0,10620,0
1356,70000,4,3,1,38,0,0,0,0,0,0,24758,25581,16105,17571,18330,16268,1273,1534,2000,1000,1000,1000,0
1357,80000,1,4,4,29,0,0,0,0,0,0,41815,42938,44024,44794,45915,46998,2100,2100,1800,2000,2000,2500,0
1358,20000,4,4,1,24,4,4,4,0,0,0,16726,19143,18391,18564,11798,0,3000,0,371,1236,0,0,1
1359,390000,1,1,1,41,0,0,0,0,0,0,495559,248821,216051,208373,199727,186334,10218,8035,7035,6056,8053,5603,0
1360,470000,4,4,4,34,0,0,0,0,0,0,147113,133486,125159,120869,60507,53100,5000,4500,2505,50000,3000,3000,0
1361,240000,4,4,4,30,0,-1,-1,-4,-4,-4,7818,9363,0,0,0,0,9434,0,0,0,0,178,0
1364,140000,4,1,4,29,-1,-1,-1,-4,-4,-4,14943,2888,0,0,0,0,2888,0,0,0,0,0,0
1363,260000,4,4,1,37,4,4,4,0,0,0,244738,251351,244949,248273,119124,132619,12000,0,11000,4321,20000,27,1
1364,150000,4,1,4,25,1,-4,-1,-1,-1,-1,191,1963,4729,1568,4295,0,1964,4729,1568,4295,0,1895,0
1365,120000,1,1,1,46,0,0,4,4,4,4,14684,17325,17936,18536,19091,19629,3200,1200,1200,1000,1000,0,0
1366,20000,4,4,1,47,0,0,0,0,0,4,18021,17354,17667,18187,20499,20718,1280,1293,813,2770,703,0,0
1367,260000,4,4,4,44,-1,-1,-1,-1,-1,-1,399,2101,577,0,200,0,2101,577,0,200,0,664,0
1368,50000,1,3,4,24,0,0,0,0,0,0,42678,38239,22691,8807,7143,6967,1500,1100,1000,500,500,1000,1
1369,180000,4,4,4,27,4,4,4,4,0,0,126195,127881,128491,124080,126154,130064,6000,4575,0,4600,6000,3100,0
1370,310000,4,5,1,35,1,-4,-4,-4,-4,-4,10350,0,0,0,0,0,0,0,0,0,0,0,0
1371,360000,1,4,1,44,-1,-1,-1,-1,-1,-1,5101,9358,15454,9990,6515,5694,9419,15485,9995,6515,5694,12785,0
1374,180000,4,4,4,30,0,0,0,0,0,0,14445,15404,19885,22355,22904,15373,1500,4911,10355,10904,3500,5493,0
1373,270000,4,1,1,44,4,4,5,5,4,3,1250,1250,1250,1250,650,350,0,0,0,0,0,0,0
1374,70000,1,1,4,28,0,0,0,0,0,0,67857,69711,64947,26024,28575,21460,3000,1500,13959,3000,1500,4000,0
